47.589,-122.227
35.2243,-119.2017
44.0181,-114.4226
44.7212,-70.2491
44.8777,-122.6556
45.5387,-122.2177
45.5602,-122.1727
45.5603,-122.1726
45.5669,-122.3371
45.5707,-122.3132
45.5774,-122.1167
45.5776,-121.7925
45.5776,-122.1172
45.5824,-122.768
45.589,-122.1787
45.5894,-122.392
45.5908,-122.0685
45.5994,-122.5455
45.5998,-122.4081
45.6013,-122.1111
45.6039,-122.4071
45.6124,-122.0044
45.6152,-122.0534
45.6192,-122.0273
45.6214,-122.0233
45.6291,-122.0219
45.6325,-122.02
45.6325,-122.02
45.6345,-122.615
45.6354,-116.4808
45.6359,-122.5802
45.6359,-122.5802
45.6363,-121.7426
45.6367,-122.46
45.638,-122.0318
45.6383,-121.9202
45.643,-122.0127
45.6455,-121.9573
45.6479,-121.9795
45.6503,-121.9326
45.6505,-121.9331
45.6507,-121.0992
45.6507,-121.9349
45.6534,-122.6621
45.6554,-121.9607
45.6568,-121.0866
45.6569,-121.0864
45.6589,-122.0218
45.6624,-121.8965
45.6733,-122.6903
45.679,-122.7429
45.681,-121.246
45.6828,-121.3005
45.6855,-122.7614
45.6861,-121.4012
45.6883,-121.6908
45.6947,-121.2918
45.6949,-121.0925
45.6972,-121.2898
45.6991,-121.7062
45.6993,-121.7066
45.6993,-121.4148
45.6997,-121.4034
45.7,-121.4034
45.7029,-121.6186
45.7034,-121.4873
45.7075,-122.6658
45.7104,-121.3622
45.7214,-122.2693
45.7282,-121.024
45.7423,-122.191
45.7447,-122.0078
45.7451,-122.695
45.7557,-122.5071
45.7673,-122.2433
45.7682,-122.2428
45.7682,-122.2428
45.772,-121.6711
45.7737,-122.2774
45.7757,-122.3378
45.7873,-122.2224
45.7976,-121.7412
45.8001,-121.4707
45.8026,-121.9325
45.803,-122.4914
45.8072,-122.2496
45.8077,-121.9405
45.8101,-121.9436
45.815,-121.9662
45.8282,-121.8356
45.8286,-122.3877
45.8305,-118.1697
45.831,-122.7466
45.8326,-122.3918
45.8464,-122.1112
45.8575,-121.4566
45.8653,-122.7043
45.8674,-121.8263
45.8747,-121.9846
45.8785,-122.0829
45.8785,-122.0829
45.8813,-121.9865
45.8817,-121.9836
45.8817,-121.9836
45.8819,-121.9801
45.8846,-122.0001
45.8919,-121.5741
45.8919,-121.5741
45.9042,-121.7063
45.908,-121.9475
45.908,-121.8024
45.908,-121.9475
45.9371,-121.8204
45.9406,-122.2294
45.943,-122.1854
45.943,-122.1854
45.9465,-122.1779
45.9465,-122.1779
45.9466,-122.1773
45.9487,-121.9353
45.9654,-121.342
45.9731,-121.3419
45.9811,-121.7582
45.9813,-121.758
46.0057,-121.8391
46.0097,-121.9017
46.0184,-121.7748
46.0221,-117.0276
46.0223,-117.5466
46.0303,-121.6874
46.0426,-118.9404
46.0462,-122.1949
46.0471,-121.7561
46.0471,-121.7561
46.048,-121.7548
46.0603,-121.9707
46.0608,-121.9721
46.0618,-117.8441
46.0635,-118.9532
46.066,-118.2644
46.0678,-118.9027
46.0801,-117.1685
46.0847,-121.5023
46.0851,-121.6576
46.0888,-117.6277
46.0916,-117.8454
46.0917,-121.7662
46.0932,-121.48
46.0938,-121.7683
46.0939,-121.9073
46.0993,-122.2136
46.1022,-121.9065
46.1029,-121.4346
46.1035,-122.216
46.1083,-122.2115
46.1116,-122.0183
46.1127,-117.7468
46.1182,-117.7144
46.1192,-117.5367
