OBJECTID,Type,Mgt_Area,Comments,Shape_Leng
333,Single Track,Goddard Park,Bridle Path,170.997301069
334,Double Track,Goddard Park,Bridle Path,294.45939247
335,Double Track,Goddard Park,Bridle Path,159.936405943
336,Single Track,Lincoln Woods State Park,LincWoods,810.995719661
337,Double Track,Lincoln Woods State Park,LincWoods,641.428434973
338,Single Track,Lincoln Woods State Park,LincWoods,2817.30930364
339,Single Track,Lincoln Woods State Park,LincWoods,1528.923004
340,Single Track,Lincoln Woods State Park,LincWoods,1092.19405428
341,Single Track,Lincoln Woods State Park,LincWoods,559.063568835
342,Single Track,Lincoln Woods State Park,LincWoods,1281.58871971
343,Single Track,Lincoln Woods State Park,LincWoods,258.973589386
344,Single Track,Lincoln Woods State Park,LincWoods,1045.4915766
345,Double Track,Lincoln Woods State Park,LincWoods,1480.0967488
346,Single Track,Lincoln Woods State Park,LincWoods,1287.05792629
347,Single Track,Lincoln Woods State Park,LincWoods,790.838492848
348,Single Track,Lincoln Woods State Park,LincWoods,191.201801507
349,Single Track,Lincoln Woods State Park,LincWoods,355.65105647
350,Single Track,Lincoln Woods State Park,LincWoods,411.193030849
351,Paved Road,Lincoln Woods State Park,LincWoods,1307.4534524
352,Paved Road,Lincoln Woods State Park,LincWoods,706.043497407
353,Single Track,Lincoln Woods State Park,LincWoods,1102.336322
354,Paved Road,Lincoln Woods State Park,LincWoods,1388.03519443
355,Paved Road,Lincoln Woods State Park,LincWoods,185.167860032
356,Paved Road,Lincoln Woods State Park,LincWoods,2797.88946532
357,Paved Road,Lincoln Woods State Park,LincWoods,186.20789709
358,Paved Road,Lincoln Woods State Park,LincWoods,161.479214722
359,Paved Road,Lincoln Woods State Park,LincWoods,241.469705444
360,Paved Road,Lincoln Woods State Park,LincWoods,598.532303928
361,Paved Road,Lincoln Woods State Park,LincWoods,1129.46420079
362,Paved Road,Lincoln Woods State Park,LincWoods,542.670096572
363,Paved Road,Lincoln Woods State Park,LincWoods,486.521675481
364,Paved Road,Lincoln Woods State Park,LincWoods,527.419886939
365,Paved Road,Lincoln Woods State Park,LincWoods,118.192703877
366,Paved Road,Lincoln Woods State Park,LincWoods,214.665107221
367,Paved Road,Lincoln Woods State Park,LincWoods,83.1012118345
368,Paved Road,Lincoln Woods State Park,LincWoods,314.51871817
369,Gravel Road,Lincoln Woods State Park,LincWoods,219.446072337
370,Double Track,Lincoln Woods State Park,LincWoods,649.084807651
371,Double Track,Lincoln Woods State Park,LincWoods,394.464269822
372,Double Track,Lincoln Woods State Park,LincWoods,215.461184965
373,Gravel Road,Lincoln Woods State Park,LincWoods,889.830051078
374,Paved Road,Lincoln Woods State Park,LincWoods,594.838016479
375,Paved Road,Lincoln Woods State Park,LincWoods,896.044625314
376,Single Track,Lincoln Woods State Park,LincWoods,631.054140807
377,Gravel Road,Lincoln Woods State Park,LincWoods,334.760214116
378,Single Track,Lincoln Woods State Park,LincWoods,832.829738621
379,Paved Road,Colt State Park,None,1942.5247388
380,Paved Road,Colt State Park,None,235.582479273
381,Paved Road,Colt State Park,None,364.622751472
382,Paved Road,Colt State Park,None,1556.92425894
383,Paved Road,Colt State Park,None,1025.71992072
384,Paved Road,Colt State Park,None,416.531003906
385,Paved Path,Colt State Park,None,5295.85068638
386,Paved Road,Colt State Park,None,2041.93652816
387,Paved Road,Colt State Park,None,220.535300818
388,Paved Road,Colt State Park,None,2663.72799125
389,Paved Road,Colt State Park,None,1435.76739986
390,Paved Road,Colt State Park,None,1473.05266899
391,Paved Road,Colt State Park,None,1115.38391671
392,Paved Road,Colt State Park,None,642.91007421
393,Paved Road,Colt State Park,None,289.779136017
394,Paved Road,Colt State Park,None,51.3139020602
395,Paved Road,Colt State Park,None,1126.03128938
396,Paved Road,Colt State Park,None,478.162264197
397,Paved Road,Colt State Park,None,190.151617827
398,Paved Road,Colt State Park,None,130.984054015
399,Paved Road,Colt State Park,None,461.835232544
400,Paved Road,Colt State Park,None,466.665134597
401,Paved Road,Colt State Park,None,933.536776788
402,Paved Road,Colt State Park,None,191.469746497
403,Paved Road,Colt State Park,None,182.211767328
404,Paved Road,Colt State Park,None,703.841813561
405,Paved Road,Colt State Park,None,665.94838288
406,Paved Path,Colt State Park,None,9026.93440516
407,Single Track,George Washington Management Area,None,14528.5853499
408,Double Track,George Washington Management Area,None,270.232887126
409,Double Track,George Washington Management Area,None,2302.38172498
410,Single Track,George Washington Management Area,None,428.364369687
411,Gravel Road,George Washington Management Area,None,373.199314355
412,Paved Road,Colt State Park,None,721.184779434
413,Gravel Road,George Washington Management Area,None,130.212289089
414,Gravel Road,George Washington Management Area,None,102.862711514
415,Gravel Road,George Washington Management Area,None,106.929249385
416,Gravel Road,George Washington Management Area,None,2617.70493228
417,Gravel Road,George Washington Management Area,None,4389.63470405
418,Gravel Road,George Washington Management Area,None,6929.11585369
419,Gravel Road,George Washington Management Area,None,1430.94347507
420,Gravel Road,George Washington Management Area,None,4996.43858752
421,Gravel Road,George Washington Management Area,None,3028.66874598
422,Gravel Road,George Washington Management Area,None,1377.86278734
423,Gravel Road,George Washington Management Area,None,3116.01666016
424,Gravel Road,George Washington Management Area,None,2007.62338291
425,Gravel Road,George Washington Management Area,None,3050.23325588
426,Double Track,George Washington Management Area,Ski Trail,2540.50278461
427,Paved Road,George Washington Management Area,None,382.923954066
428,Paved Road,George Washington Management Area,None,324.560968689
429,Gravel Road,George Washington Management Area,Ski Trail,1020.97518258
430,Paved Road,George Washington Management Area,None,589.327692631
431,Gravel Road,George Washington Management Area,None,1139.11715003
432,Gravel Road,George Washington Management Area,None,829.531304282
433,Double Track,George Washington Management Area,None,1088.09618614
434,Double Track,George Washington Management Area,None,1174.12430958
435,Gravel Road,George Washington Management Area,None,507.139142954
436,Double Track,George Washington Management Area,None,648.26170908
437,Gravel Road,George Washington Management Area,None,138.636025429
438,Single Track,George Washington Management Area,Ski Trail,484.113907932
439,Single Track,George Washington Management Area,Ski Trail,3881.47142324
440,Gravel Road,George Washington Management Area,None,961.610333936
441,Gravel Road,Lincoln Woods State Park,None,360.537010651
442,Gravel Road,Lincoln Woods State Park,None,115.957015167
443,Double Track,Lincoln Woods State Park,None,174.748229402
444,Gravel Road,Lincoln Woods State Park,None,136.388365377
445,Double Track,Lincoln Woods State Park,None,589.361879143
446,Double Track,Lincoln Woods State Park,None,622.49394649
447,Double Track,Lincoln Woods State Park,None,286.125431752
448,Gravel Road,Lincoln Woods State Park,None,310.520498696
449,Single Track,George Washington Management Area,Ski Trail,924.919472435
450,Single Track,George Washington Management Area,None,318.349400761
451,Single Track,George Washington Management Area,Angell Loop,6106.71232049
452,Double Track,Arcadia Management Area,None,492.497586257
453,Gravel Road,Arcadia Management Area,None,1968.8425758
454,Double Track,Snake Den State Park,Snake Den,4486.78953219
455,Double Track,Snake Den State Park,Snake Den,1150.70462585
456,Double Track,Snake Den State Park,Snake Den,419.429598606
457,Single Track,Snake Den State Park,Snake Den,1159.08967852
458,Single Track,Snake Den State Park,Snake Den,3595.27033594
459,Single Track,Snake Den State Park,Snake Den,1620.30608595
460,Double Track,Snake Den State Park,Snake Den,5145.70866834
461,Double Track,Snake Den State Park,Snake Den,1498.28862195
462,Single Track,Snake Den State Park,Snake Den,990.012502819
463,Single Track,Snake Den State Park,Snake Den,2111.78545425
464,Single Track,Snake Den State Park,Snake Den,1126.34522593
465,Double Track,Snake Den State Park,Snake Den,5681.51577784
466,Double Track,Snake Den State Park,Snake Den,4835.56687566
467,Double Track,Camp Nokewa,None,478.909417909
468,Double Track,Camp Nokewa,None,450.580190899
469,Double Track,Camp Nokewa,None,383.042038006
470,Double Track,Camp Nokewa,None,321.632055122
471,Double Track,Camp Nokewa,None,412.434739048
472,Double Track,Camp Nokewa,None,266.81600565
473,Single Track,Camp Nokewa,None,376.971959121
474,Gravel Road,Arcadia Management Area,None,1825.70683995
475,Double Track,Arcadia Management Area,None,1291.78891794
476,Double Track,Arcadia Management Area,None,272.692274241
477,Double Track,Arcadia Management Area,None,219.66266517
478,Double Track,Arcadia Management Area,None,1473.78771788
479,Double Track,Big River Management Area,None,483.740305301
480,Double Track,Big River Management Area,None,511.19384192
481,Double Track,Big River Management Area,None,457.222181178
482,Double Track,Big River Management Area,None,633.940178887
483,Double Track,Big River Management Area,None,169.885982533
484,Double Track,Big River Management Area,None,795.263928053
485,Double Track,Big River Management Area,None,112.00688197
486,Double Track,Big River Management Area,None,914.626782658
487,Double Track,Big River Management Area,None,339.769470693
488,Double Track,Big River Management Area,None,381.945707687
489,Double Track,Big River Management Area,None,350.822954073
490,Double Track,Big River Management Area,None,525.789701137
491,Double Track,Big River Management Area,None,839.720119079
492,Double Track,Big River Management Area,None,270.857277855
493,Double Track,Big River Management Area,None,152.02979545
494,Double Track,Big River Management Area,None,1030.0682868
495,Double Track,Big River Management Area,None,476.704013663
496,Double Track,Big River Management Area,None,686.712736229
497,Double Track,Big River Management Area,None,561.853138035
498,Double Track,Big River Management Area,None,181.323752009
499,Double Track,Big River Management Area,None,335.641274164
500,Double Track,Big River Management Area,None,463.646756965
501,Double Track,Big River Management Area,None,879.335670912
502,Double Track,Big River Management Area,None,752.592807899
503,Double Track,Big River Management Area,None,489.369915564
504,Double Track,Big River Management Area,None,954.440894916
505,Double Track,Big River Management Area,None,1846.3660932
506,Double Track,Big River Management Area,None,420.829976505
507,Double Track,Big River Management Area,None,1011.29668821
508,Double Track,Big River Management Area,None,348.213372674
509,Double Track,Big River Management Area,None,1110.47227529
510,Double Track,Big River Management Area,None,330.519751302
511,Double Track,Big River Management Area,None,548.7177643
512,Double Track,Big River Management Area,None,229.545749818
513,Double Track,Big River Management Area,None,1041.95435971
514,Double Track,Big River Management Area,None,590.023135692
515,Double Track,Big River Management Area,None,1376.24873129
516,Double Track,Big River Management Area,None,396.12496232
517,Double Track,Big River Management Area,None,1886.10263111
518,Double Track,Big River Management Area,None,1104.22042723
519,Double Track,Big River Management Area,None,648.683375429
520,Double Track,Big River Management Area,None,340.924892038
521,Double Track,Big River Management Area,None,404.870051726
522,Double Track,Big River Management Area,None,423.212602435
523,Double Track,Big River Management Area,None,450.971672607
524,Double Track,Big River Management Area,None,1568.44738112
525,Double Track,Big River Management Area,None,816.968970564
526,Double Track,Big River Management Area,None,204.220815345
527,Double Track,Big River Management Area,None,486.631092788
528,Double Track,Big River Management Area,None,1173.95134776
529,Double Track,Big River Management Area,None,161.54455724
530,Double Track,Big River Management Area,None,143.512188399
531,Double Track,Big River Management Area,None,94.0390185999
532,Double Track,Big River Management Area,None,604.598338193
533,Double Track,Big River Management Area,None,132.064247064
534,Double Track,Big River Management Area,None,253.751242297
535,Double Track,Big River Management Area,None,431.07955535
536,Double Track,Big River Management Area,None,1258.03558279
537,Double Track,Big River Management Area,None,267.603820179
538,Double Track,Big River Management Area,None,535.506997588
539,Double Track,Big River Management Area,None,912.76623727
540,Double Track,Big River Management Area,None,844.747281281
541,Double Track,Big River Management Area,None,682.032751811
542,Double Track,Big River Management Area,None,1276.328279
543,Double Track,Big River Management Area,None,463.2564291
544,Double Track,Big River Management Area,None,253.926753646
545,Double Track,Big River Management Area,None,745.641517691
546,Double Track,Big River Management Area,None,1234.69586498
547,Double Track,Big River Management Area,None,374.440741473
548,Double Track,Big River Management Area,None,404.561313942
549,Double Track,Big River Management Area,None,597.640396868
550,Double Track,Big River Management Area,None,260.178501657
551,Double Track,Big River Management Area,None,670.946504842
552,Double Track,Big River Management Area,None,490.862585291
553,Double Track,Big River Management Area,None,1069.73519791
554,Double Track,Big River Management Area,None,149.468543622
555,Double Track,Big River Management Area,None,263.392268666
556,Double Track,Big River Management Area,None,2315.80616006
557,Double Track,Big River Management Area,None,672.076240766
558,Double Track,Big River Management Area,None,594.557182376
559,Double Track,Big River Management Area,None,341.465215762
560,Double Track,Big River Management Area,None,313.50151827
561,Double Track,Big River Management Area,None,2082.83479716
562,Double Track,Big River Management Area,None,351.418739889
563,Double Track,Big River Management Area,None,1040.75085539
564,Double Track,Big River Management Area,None,1211.91532608
565,Double Track,Big River Management Area,None,577.507139025
566,Double Track,Big River Management Area,None,392.438941539
567,Double Track,Big River Management Area,None,114.939573764
568,Double Track,Big River Management Area,None,977.836328663
569,Double Track,Big River Management Area,None,289.83970603
570,Double Track,Big River Management Area,None,549.756478844
571,Double Track,Big River Management Area,None,988.367242794
572,Double Track,Big River Management Area,None,2347.39447672
573,Double Track,Big River Management Area,None,620.472066207
574,Double Track,Big River Management Area,None,529.624667878
575,Double Track,Big River Management Area,None,911.940665042
576,Double Track,Big River Management Area,None,1133.3236124
577,Double Track,Big River Management Area,None,1114.04925012
578,Double Track,Big River Management Area,None,881.809166848
579,Double Track,Big River Management Area,None,1465.74939922
580,Double Track,Big River Management Area,None,386.799416045
581,Double Track,Big River Management Area,None,903.973242675
582,Double Track,Big River Management Area,None,81.9619790513
583,Double Track,Big River Management Area,None,391.653832118
584,Double Track,Big River Management Area,None,275.353633835
585,Double Track,Big River Management Area,None,299.651047952
586,Double Track,Big River Management Area,None,289.153755993
587,Double Track,Big River Management Area,None,343.460809311
588,Double Track,Big River Management Area,None,343.457044531
589,Double Track,Big River Management Area,None,1374.19543637
590,Double Track,Big River Management Area,None,195.37436543
591,Double Track,Big River Management Area,None,1656.24885243
592,Double Track,Big River Management Area,None,951.760343855
593,Double Track,Big River Management Area,None,303.905337322
594,Double Track,Big River Management Area,None,393.811148854
595,Double Track,Big River Management Area,None,337.383098357
596,Double Track,Big River Management Area,None,407.686016663
597,Double Track,Big River Management Area,None,239.580487431
598,Double Track,Big River Management Area,None,586.362882217
599,Double Track,Big River Management Area,None,3870.59814091
600,Double Track,Big River Management Area,None,260.061827056
601,Double Track,Big River Management Area,None,831.283986307
602,Double Track,Big River Management Area,None,1629.48235226
603,Double Track,Big River Management Area,None,1417.7916027
604,Double Track,Big River Management Area,None,167.090122596
605,Double Track,Big River Management Area,None,310.791507982
606,Double Track,Big River Management Area,None,1206.17776106
607,Double Track,Big River Management Area,None,976.308750383
608,Double Track,Big River Management Area,None,1084.22734751
609,Double Track,Big River Management Area,None,626.889198284
610,Double Track,Big River Management Area,None,267.242330896
611,Double Track,Big River Management Area,None,288.486771394
612,Double Track,Big River Management Area,None,364.062541096
613,Double Track,Big River Management Area,None,404.847617615
614,Double Track,Big River Management Area,None,243.801378252
615,Double Track,Big River Management Area,None,6561.20121238
616,Double Track,Big River Management Area,None,102.763835193
617,Double Track,Big River Management Area,None,388.277795496
618,Double Track,Big River Management Area,None,184.343086129
619,Double Track,Big River Management Area,None,144.189700887
620,Single Track,Big River Management Area,None,1167.93080031
621,Single Track,Big River Management Area,None,598.404301833
622,Single Track,Big River Management Area,None,165.027477986
623,Single Track,Big River Management Area,None,390.953268771
624,Single Track,Big River Management Area,None,728.38518925
625,Single Track,Big River Management Area,None,948.787642096
626,Single Track,Big River Management Area,None,136.82160098
627,Single Track,Big River Management Area,None,890.577233478
628,Single Track,Big River Management Area,None,772.582979889
629,Single Track,Big River Management Area,None,1568.24417416
630,Single Track,Big River Management Area,None,221.00405623
631,Single Track,Big River Management Area,None,157.702133406
632,Single Track,Big River Management Area,None,188.808276097
633,Single Track,Big River Management Area,None,389.837240054
634,Single Track,Big River Management Area,None,191.436243722
635,Single Track,Big River Management Area,None,196.902535532
636,Single Track,Big River Management Area,None,1164.42326817
637,Single Track,Big River Management Area,None,377.408510388
638,Single Track,Big River Management Area,None,988.909684255
639,Single Track,Big River Management Area,None,340.381219566
640,Single Track,Big River Management Area,None,206.003723048
641,Single Track,Big River Management Area,None,492.262075377
642,Single Track,Big River Management Area,None,720.720465401
643,Single Track,Big River Management Area,None,284.441451927
644,Single Track,Big River Management Area,None,304.45607965
645,Single Track,Big River Management Area,None,398.977986016
646,Single Track,Big River Management Area,None,249.926548116
647,Single Track,Big River Management Area,None,311.202716948
648,Single Track,Big River Management Area,None,285.513216528
649,Single Track,Big River Management Area,None,231.546707951
650,Single Track,Big River Management Area,None,257.777427022
651,Single Track,Big River Management Area,None,754.092405391
652,Single Track,Big River Management Area,None,515.796598556
653,Single Track,Big River Management Area,None,259.87504115
654,Single Track,Big River Management Area,None,562.899852528
655,Single Track,Big River Management Area,None,101.300405054
656,Single Track,Big River Management Area,None,266.9066767
657,Single Track,Big River Management Area,None,262.369264114
658,Single Track,Big River Management Area,None,1096.55157438
659,Single Track,Big River Management Area,None,291.464320124
660,Single Track,Big River Management Area,None,4447.14341248
661,Single Track,Big River Management Area,None,198.632169672
662,Single Track,Big River Management Area,None,139.276809175
663,Single Track,Big River Management Area,None,129.083522448
664,Single Track,Big River Management Area,None,1066.74426197
665,Single Track,Big River Management Area,None,253.447749957
666,Single Track,Big River Management Area,None,229.76552385
667,Single Track,Big River Management Area,None,137.580173571
668,Single Track,Big River Management Area,None,3475.18295818
669,Single Track,Big River Management Area,None,400.174657702
670,Single Track,Big River Management Area,None,710.847486523
671,Single Track,Big River Management Area,None,578.731955439
672,Single Track,Big River Management Area,None,106.864179064
673,Single Track,Big River Management Area,None,767.312617222
674,Single Track,Big River Management Area,None,844.742446923
675,Single Track,Big River Management Area,None,752.325196141
676,Single Track,Big River Management Area,None,254.56609037
677,Single Track,Big River Management Area,None,84.4722873389
678,Single Track,Big River Management Area,None,146.831086315
679,Single Track,Big River Management Area,None,395.361867146
680,Single Track,Big River Management Area,None,212.166280466
681,Single Track,Big River Management Area,None,168.281256992
682,Single Track,Big River Management Area,None,175.316509349
683,Single Track,Big River Management Area,None,1009.09662096
684,Single Track,Big River Management Area,None,1344.00657244
685,Single Track,Big River Management Area,None,1959.28379148
686,Single Track,Big River Management Area,None,455.119317082
687,Single Track,Big River Management Area,None,1775.73535309
688,Single Track,Big River Management Area,None,222.128606597
689,Single Track,Big River Management Area,None,321.043628895
690,Single Track,Big River Management Area,None,141.886588045
691,Single Track,Big River Management Area,None,1095.24232895
692,Single Track,Big River Management Area,None,321.957695805
693,Single Track,Big River Management Area,None,385.265400406
694,Single Track,Big River Management Area,None,250.599540282
695,Single Track,Big River Management Area,None,290.763223528
696,Single Track,Big River Management Area,None,487.45065655
697,Single Track,Big River Management Area,None,1851.05196065
698,Single Track,Big River Management Area,None,378.476463416
699,Single Track,Big River Management Area,None,221.857648639
700,Single Track,Big River Management Area,None,509.763933918
701,Single Track,Big River Management Area,None,502.567969306
702,Single Track,Big River Management Area,None,130.212782088
703,Single Track,Big River Management Area,None,346.156813883
704,Single Track,Big River Management Area,None,260.918471497
705,Single Track,Big River Management Area,None,902.466648349
706,Single Track,Big River Management Area,None,468.197184394
707,Single Track,Big River Management Area,None,645.524072673
708,Single Track,Big River Management Area,None,753.535897037
709,Single Track,Big River Management Area,None,186.434673031
710,Single Track,Big River Management Area,None,738.128625123
711,Single Track,Big River Management Area,None,271.917572983
712,Single Track,Big River Management Area,None,594.963685234
713,Single Track,Big River Management Area,None,690.579566435
714,Single Track,Big River Management Area,None,362.551815786
715,Single Track,Big River Management Area,None,130.392500926
716,Single Track,Big River Management Area,None,1797.86300085
717,Single Track,Big River Management Area,None,1358.69884229
718,Single Track,Big River Management Area,None,132.175149165
719,Single Track,Big River Management Area,None,2272.79293141
720,Single Track,Big River Management Area,None,199.052226291
721,Single Track,Big River Management Area,None,859.747302791
722,Single Track,Big River Management Area,None,361.968969798
723,Single Track,Big River Management Area,None,190.798445521
724,Single Track,Big River Management Area,None,519.189835037
725,Single Track,Big River Management Area,None,712.179966597
726,Single Track,Big River Management Area,None,1829.95541904
727,Single Track,Big River Management Area,None,244.553630719
728,Single Track,Big River Management Area,None,400.010008827
729,Single Track,Big River Management Area,None,364.331434783
730,Single Track,Big River Management Area,None,611.399231451
731,Single Track,Big River Management Area,None,789.097022924
732,Single Track,Big River Management Area,None,158.675773308
733,Single Track,Big River Management Area,None,3230.04990725
734,Single Track,Big River Management Area,None,470.815124127
735,Single Track,Big River Management Area,None,361.566944531
736,Single Track,Big River Management Area,None,295.652690437
737,Single Track,Big River Management Area,None,523.599239758
738,Single Track,Big River Management Area,None,99.2540796739
739,Single Track,Big River Management Area,None,983.19445744
740,Single Track,Big River Management Area,None,161.769644515
741,Single Track,Big River Management Area,None,71.3876819866
742,Single Track,Big River Management Area,None,1060.45516699
743,Gravel Road,Big River Management Area,None,3874.64301838
744,Gravel Road,Big River Management Area,None,797.19024424
745,Gravel Road,Big River Management Area,None,2875.3220725
746,Gravel Road,Big River Management Area,None,184.051348197
747,Gravel Road,Big River Management Area,None,2038.40876218
748,Gravel Road,Big River Management Area,None,549.699432825
749,Gravel Road,Big River Management Area,None,918.240592832
750,Double Track,Diamond Hill Reservation / Diamond Hill Park,Trail to Emerson,338.101329839
751,Double Track,Diamond Hill Reservation / Diamond Hill Park,Trail to Emerson,1042.55177002
752,Double Track,Simmons Mill Management Area,Simmons Mill,1094.96192179
753,Double Track,Simmons Mill Management Area,Simmons Mill,3883.50861706
754,Double Track,Simmons Mill Management Area,Simmons Mill,754.468813729
755,Double Track,Simmons Mill Management Area,Simmons Mill,430.636547947
756,Double Track,Simmons Mill Management Area,Simmons Mill,306.5374944
757,Gravel Road,Nicholas Farm Management Area,None,3098.27976265
758,Gravel Road,Nicholas Farm Management Area,None,2438.0916498
759,Double Track,Nicholas Farm Management Area,None,2327.19640066
760,Double Track,Nicholas Farm Management Area,None,1198.25767704
761,Gravel Road,Nicholas Farm Management Area,None,8978.75055032
762,Double Track,Nicholas Farm Management Area,None,798.890062528
763,Double Track,Nicholas Farm Management Area,None,1926.93535461
764,Gravel Road,Nicholas Farm Management Area,None,889.705706049
765,Double Track,Nicholas Farm Management Area,None,706.149830061
766,Double Track,Nicholas Farm Management Area,None,3003.8692739
767,Single Track,Nicholas Farm Management Area,None,3820.35311455
768,Double Track,Nicholas Farm Management Area,None,1597.83414015
769,Single Track,Nicholas Farm Management Area,None,785.014226615
770,Double Track,Nicholas Farm Management Area,None,4916.61570529
771,Double Track,Nicholas Farm Management Area,None,1664.28951034
772,Double Track,Nicholas Farm Management Area,None,1272.63599101
773,Double Track,Diamond Hill Reservation / Diamond Hill Park,None,412.475863141
774,Single Track,Diamond Hill Reservation / Diamond Hill Park,None,696.064972122
775,Single Track,Diamond Hill Reservation / Diamond Hill Park,None,659.642057896
776,Single Track,Diamond Hill Reservation / Diamond Hill Park,None,379.045587815
777,Single Track,Diamond Hill Reservation / Diamond Hill Park,None,2492.09032509
778,Double Track,Diamond Hill Reservation / Diamond Hill Park,None,762.077894635
779,Double Track,Diamond Hill Reservation / Diamond Hill Park,None,2439.45545084
780,Single Track,Burlingame State Park,COOP,1723.00516661
781,Single Track,Burlingame State Park,COOP,1854.70465198
782,Single Track,Burlingame State Park,COOP,1352.15344137
783,Single Track,Burlingame State Park,COOP,809.080697048
784,Single Track,Burlingame State Park,None,759.177722668
785,Single Track,Burlingame State Park,Mountain Bike,2612.41959843
786,Single Track,Lincoln Woods State Park,None,1887.34079124
787,Single Track,Lincoln Woods State Park,None,553.406234075
788,Double Track,Durfee Hill Management Area,COOP,4322.74517077
789,Double Track,Durfee Hill Management Area,COOP,2307.17618038
790,Double Track,Durfee Hill Management Area,COOP,3065.8600227
791,Double Track,Durfee Hill Management Area,COOP,2180.08875473
792,Double Track,Durfee Hill Management Area,COOP,3875.28228587
793,Double Track,Durfee Hill Management Area,COOP,2057.46401944
794,Double Track,Durfee Hill Management Area,COOP,4017.46157927
795,Double Track,Durfee Hill Management Area,COOP,405.742528608
796,Double Track,Durfee Hill Management Area,COOP,1677.44067895
797,Double Track,Rodmans Hollow,COOP,802.187552908
798,Double Track,Rodmans Hollow,COOP,1198.46593183
799,Double Track,Rodmans Hollow,COOP,427.617661624
800,Double Track,Rodmans Hollow,COOP,287.29540212
801,Double Track,Rodmans Hollow,COOP,700.568775536
802,Double Track,Rodmans Hollow,COOP,1614.34309784
803,Double Track,Rodmans Hollow,COOP,724.166300846
804,Double Track,Rodmans Hollow,COOP,1473.53889454
805,Double Track,Rodmans Hollow,COOP,125.173169058
806,Double Track,Black Hut Management Area,None,2527.3835567
807,Double Track,Black Hut Management Area,None,3480.98520797
808,Double Track,Black Hut Management Area,None,237.897348242
809,Double Track,Black Hut Management Area,None,4080.88103232
810,Double Track,Black Hut Management Area,None,3325.32940163
811,Double Track,Black Hut Management Area,None,1715.96686019
812,Double Track,Black Hut Management Area,None,2052.48495416
813,Double Track,Black Hut Management Area,None,3136.91545146
814,Double Track,Black Hut Management Area,None,3168.09155501
815,Double Track,Black Hut Management Area,None,3873.63788654
816,Double Track,Black Hut Management Area,None,1294.89634222
817,Double Track,Black Hut Management Area,None,3580.96884531
818,Double Track,Black Hut Management Area,None,3088.22791551
819,Double Track,Rockville Management Area,None,660.482873441
820,Double Track,Rockville Management Area,None,907.968401077
821,Double Track,Rockville Management Area,None,2519.89437112
822,Double Track,Rockville Management Area,None,2055.87206035
823,Double Track,Cocumcussoc,None,2647.36711064
824,Double Track,Cocumcussoc,None,953.378479324
825,Double Track,Cocumcussoc,None,1636.29602341
826,Double Track,Cocumcussoc,None,1547.85501251
827,Double Track,Cocumcussoc,None,3162.71728858
828,Double Track,Cocumcussoc,None,1793.16289653
829,Double Track,Cocumcussoc,None,1375.78789049
830,Double Track,Cocumcussoc,None,1004.39678503
831,Double Track,Durfee Hill Management Area,None,6474.27735604
832,Double Track,Durfee Hill Management Area,None,3527.95943605
833,Double Track,Durfee Hill Management Area,None,4231.28923373
834,Double Track,Durfee Hill Management Area,None,628.602165518
835,Double Track,Durfee Hill Management Area,None,1266.5784573
836,Single Track,Black Hut Management Area,None,2605.25582362
837,Double Track,Arcadia Management Area,None,1865.68094599
838,Double Track,Arcadia Management Area,None,1060.05250835
839,Double Track,Arcadia Management Area,None,1773.10501763
840,Double Track,Arcadia Management Area,None,1743.80259952
841,Double Track,Arcadia Management Area,None,951.490072099
842,Double Track,Arcadia Management Area,None,1590.71513485
843,Double Track,Arcadia Management Area,None,971.607007063
844,Double Track,Arcadia Management Area,None,468.817306272
845,Double Track,Arcadia Management Area,None,1069.9966693
846,Double Track,Arcadia Management Area,None,2322.34681417
847,Double Track,Decoppett,Owner = Fish & Wildlife,906.342042416
848,Double Track,Decoppett,Owner = Fish & Wildlife,2033.74233907
849,Double Track,Decoppett,Owner = Fish & Wildlife,2852.65405953
850,Paved Road,George Washington Management Area,None,181.472353147
851,Single Track,Burlingame State Park,COOP,4746.34785725
852,Single Track,Arcadia Management Area,None,327.59567506
853,Single Track,Rockville Management Area,None,3673.23490687
854,Single Track,Rockville Management Area,None,321.065876596
855,Single Track,Rockville Management Area,None,133.499950777
856,Single Track,Rockville Management Area,None,1571.155936
857,Double Track,Big River Management Area,None,587.914736149
858,Double Track,Arcadia Management Area,Mount Tom Trail,3791.10634385
859,Double Track,Arcadia Management Area,Narragansett Gun Club,3346.11884814
860,Double Track,Arcadia Management Area,Newman Trail,3139.40513387
861,Double Track,Arcadia Management Area,Newman Trail,2286.14678801
862,Double Track,Arcadia Management Area,None,1471.08955161
863,Double Track,Arcadia Management Area,None,1036.0412073
864,Double Track,Arcadia Management Area,None,4211.59037429
865,Double Track,Arcadia Management Area,None,2149.64668212
866,Double Track,Arcadia Management Area,None,4947.71979766
867,Double Track,Arcadia Management Area,None,1239.18041341
868,Double Track,Arcadia Management Area,Old Ten Rod Road,2899.89191692
869,Double Track,Arcadia Management Area,Wildcat Trail,4261.12992645
870,Double Track,Big River Management Area,None,408.88075356
871,Double Track,Big River Management Area,None,1606.81085001
872,Double Track,Big River Management Area,None,3500.29017491
873,Double Track,Big River Management Area,None,1863.81478669
874,Double Track,Big River Management Area,None,2082.04321784
875,Double Track,Big River Management Area,None,2243.34017971
876,Double Track,Big River Management Area,None,4994.90600241
877,Double Track,Big River Management Area,None,588.169630445
